Contract Code,Metric,Value1,Value2,Value3,Value4,Value5,Date
SGZH-12.24,Открытые позиции,184873,185094,296,75,370338,2024-12-29
SGZH-12.24,Изменение,42372,25850,-16709,-187,51326,2024-12-29
SGZH-12.24,Количество лиц,866,477,4,1,1348,2024-12-29
GAZR-12.24,Открытые позиции,120128,95013,213485,238600,667226,2024-12-29
GAZR-12.24,Изменение,-7307,-7912,-137,468,-14888,2024-12-29
GAZR-12.24,Количество лиц,2067,1731,25,24,3847,2024-12-29
GMKN-12.24,Открытые позиции,261756,114582,87206,234380,697924,2024-12-29
GMKN-12.24,Изменение,-22356,10504,-2569,-35429,-49850,2024-12-29
GMKN-12.24,Количество лиц,844,463,8,30,1345,2024-12-29
SBRF-12.24,Открытые позиции,159830,118932,155332,196230,630324,2024-12-29
SBRF-12.24,Изменение,263,-4853,19658,24774,39842,2024-12-29
SBRF-12.24,Количество лиц,3950,2463,57,22,6492,2024-12-29
SMLT-12.24,Открытые позиции,184734,179013,8759,14480,386986,2024-12-29
SMLT-12.24,Изменение,2369,-13764,-10241,5892,-15744,2024-12-29
SMLT-12.24,Количество лиц,787,613,2,6,1408,2024-12-29
VTBR-12.24,Открытые позиции,63949,26760,43884,81073,215666,2024-12-29
VTBR-12.24,Изменение,620,-701,-1601,-280,-1962,2024-12-29
VTBR-12.24,Количество лиц,1161,598,10,6,1775,2024-12-29
YDEX-12.24,Открытые позиции,182328,35739,12237,158826,389130,2024-12-29
YDEX-12.24,Изменение,-3150,-295,21,-2834,-6258,2024-12-29
YDEX-12.24,Количество лиц,1205,362,7,31,1605,2024-12-29
MGNT-12.24,Открытые позиции,45642,44922,38666,39386,168616,2024-12-29
MGNT-12.24,Изменение,12806,8363,4834,9277,35280,2024-12-29
MGNT-12.24,Количество лиц,699,452,6,9,1166,2024-12-29
GAZPF,Открытые позиции,44949,30841,15953,30061,121804,2024-12-29
GAZPF,Изменение,-4874,-852,426,-3596,-8896,2024-12-29
GAZPF,Количество лиц,711,264,5,12,992,2024-12-29
TRNF-12.24,Открытые позиции,73631,41096,10893,43428,169048,2024-12-29
TRNF-12.24,Изменение,11899,1529,-223,10147,23352,2024-12-29
TRNF-12.24,Количество лиц,607,245,1,11,864,2024-12-29
VKCO-12.24,Открытые позиции,38032,20703,1410,18739,78884,2024-12-29
VKCO-12.24,Изменение,-347,-6831,-839,5645,-2372,2024-12-29
VKCO-12.24,Количество лиц,569,354,3,20,946,2024-12-29
ALRS-12.24,Открытые позиции,23515,13446,79301,89370,205632,2024-12-29
ALRS-12.24,Изменение,2150,1376,-8516,-7742,-12732,2024-12-29
ALRS-12.24,Количество лиц,434,282,5,26,747,2024-12-29
LKOH-12.24,Открытые позиции,4616,4598,6169,6187,21570,2024-12-29
LKOH-12.24,Изменение,-345,-44,-22,-323,-734,2024-12-29
LKOH-12.24,Количество лиц,489,435,10,18,952,2024-12-29
RTKM-12.24,Открытые позиции,7696,4615,48028,51109,111448,2024-12-29
RTKM-12.24,Изменение,266,81,0,185,532,2024-12-29
RTKM-12.24,Количество лиц,249,142,3,18,412,2024-12-29
MVID-12.24,Открытые позиции,33363,57827,24464,0,115654,2024-12-29
MVID-12.24,Изменение,-1432,-915,2,-515,-2860,2024-12-29
MVID-12.24,Количество лиц,213,222,2,0,437,2024-12-29
RNFT-12.24,Открытые позиции,30084,14178,0,15906,60168,2024-12-29
RNFT-12.24,Изменение,12044,5420,0,6624,24088,2024-12-29
RNFT-12.24,Количество лиц,211,109,0,11,331,2024-12-29
LEAS-12.24,Открытые позиции,21927,11075,1,10853,43856,2024-12-29
LEAS-12.24,Изменение,3183,1346,0,1837,6366,2024-12-29
LEAS-12.24,Количество лиц,155,72,1,9,237,2024-12-29
MTLR-12.24,Открытые позиции,8714,28220,19613,107,56654,2024-12-29
MTLR-12.24,Изменение,-1441,-533,907,-1,-1068,2024-12-29
MTLR-12.24,Количество лиц,346,367,4,2,719,2024-12-29
SBERF,Открытые позиции,40055,16709,1761,25107,83632,2024-12-29
SBERF,Изменение,457,-580,-719,318,-524,2024-12-29
SBERF,Количество лиц,974,374,6,20,1374,2024-12-29
PIKK-12.24,Открытые позиции,5200,25110,20067,157,50534,2024-12-29
PIKK-12.24,Изменение,1085,-1795,-3719,-839,-5268,2024-12-29
PIKK-12.24,Количество лиц,190,424,3,3,620,2024-12-29
AFLT-12.24,Открытые позиции,21778,16302,1948,7424,47452,2024-12-29
AFLT-12.24,Изменение,-1237,3116,30,-4323,-2414,2024-12-29
AFLT-12.24,Количество лиц,346,317,6,18,687,2024-12-29
BANE-12.24,Открытые позиции,2579,15422,12879,36,30916,2024-12-29
BANE-12.24,Изменение,-174,657,867,36,1386,2024-12-29
BANE-12.24,Количество лиц,107,157,2,1,267,2024-12-29
RUAL-12.24,Открытые позиции,12491,9313,689,3867,26360,2024-12-29
RUAL-12.24,Изменение,533,1327,-111,-905,844,2024-12-29
RUAL-12.24,Количество лиц,204,147,3,8,362,2024-12-29
POSI-12.24,Открытые позиции,36602,15002,10,21610,73224,2024-12-29
POSI-12.24,Изменение,-200,1361,0,-1561,-400,2024-12-29
POSI-12.24,Количество лиц,398,155,1,13,567,2024-12-29
TCSI-12.24,Открытые позиции,16739,4693,60,12106,33598,2024-12-29
TCSI-12.24,Изменение,954,-244,-1570,-372,-1232,2024-12-29
TCSI-12.24,Количество лиц,688,201,3,21,913,2024-12-29
ASTR-12.24,Открытые позиции,46734,19861,6,26879,93480,2024-12-29
ASTR-12.24,Изменение,6367,692,-323,5352,12088,2024-12-29
ASTR-12.24,Количество лиц,261,105,1,6,373,2024-12-29
MOEX-12.24,Открытые позиции,8674,2969,142,5847,17632,2024-12-29
MOEX-12.24,Изменение,613,-412,-67,958,1092,2024-12-29
MOEX-12.24,Количество лиц,416,185,2,22,625,2024-12-29
AFKS-12.24,Открытые позиции,3735,17957,17389,3167,42248,2024-12-29
AFKS-12.24,Изменение,212,-696,-287,621,-150,2024-12-29
AFKS-12.24,Количество лиц,185,498,4,15,702,2024-12-29
ROSN-12.24,Открытые позиции,2889,7154,8160,3895,22098,2024-12-29
ROSN-12.24,Изменение,-172,-312,-258,-118,-860,2024-12-29
ROSN-12.24,Количество лиц,416,463,14,6,899,2024-12-29
WUSH-12.24,Открытые позиции,54063,23854,0,30209,108126,2024-12-29
WUSH-12.24,Изменение,16627,11663,-5,4959,33244,2024-12-29
WUSH-12.24,Количество лиц,297,240,0,17,554,2024-12-29
HYDR-12.24,Открытые позиции,5050,3501,799,2348,11698,2024-12-29
HYDR-12.24,Изменение,-581,-16,284,-281,-594,2024-12-29
HYDR-12.24,Количество лиц,187,92,2,3,284,2024-12-29
NLMK-12.24,Открытые позиции,34917,4227,2094,32784,74022,2024-12-29
NLMK-12.24,Изменение,-316,29,-2,-347,-636,2024-12-29
NLMK-12.24,Количество лиц,435,243,6,15,699,2024-12-29
BAIDU-12.24,Открытые позиции,3319,144,0,3175,6638,2024-12-29
BAIDU-12.24,Изменение,123,-216,0,339,246,2024-12-29
BAIDU-12.24,Количество лиц,147,11,0,2,160,2024-12-29
PHOR-12.24,Открытые позиции,41430,5904,64,35590,82988,2024-12-29
PHOR-12.24,Изменение,178,-687,-14,851,328,2024-12-29
PHOR-12.24,Количество лиц,200,171,1,17,389,2024-12-29
BSPB-12.24,Открытые позиции,9185,9842,3764,3107,25898,2024-12-29
BSPB-12.24,Изменение,-118,-189,54,125,-128,2024-12-29
BSPB-12.24,Количество лиц,242,194,2,9,447,2024-12-29
SIBN-12.24,Открытые позиции,8147,4737,30,3440,16354,2024-12-29
SIBN-12.24,Изменение,762,-1017,-229,1550,1066,2024-12-29
SIBN-12.24,Количество лиц,285,115,1,11,412,2024-12-29
SBPR-12.24,Открытые позиции,4235,4494,2330,2071,13130,2024-12-29
SBPR-12.24,Изменение,86,324,53,-185,278,2024-12-29
SBPR-12.24,Количество лиц,235,182,6,8,431,2024-12-29
SNGR-12.24,Открытые позиции,8826,1017,2061,9870,21774,2024-12-29
SNGR-12.24,Изменение,-281,25,-32,-338,-626,2024-12-29
SNGR-12.24,Количество лиц,351,68,6,19,444,2024-12-29
RASP-12.24,Открытые позиции,3636,2322,0,1314,7272,2024-12-29
RASP-12.24,Изменение,-747,-272,0,-475,-1494,2024-12-29
RASP-12.24,Количество лиц,57,67,0,6,130,2024-12-29
CBOM-12.24,Открытые позиции,856,13928,13216,144,28144,2024-12-29
CBOM-12.24,Изменение,9,-724,-851,-118,-1684,2024-12-29
CBOM-12.24,Количество лиц,51,280,3,3,337,2024-12-29
