Contract Code,Metric,Value1,Value2,Value3,Value4,Value5,Date
GMKN-12.24,Изменение,21692,87031,185653,120314,414690,2024-12-17
SGZH-12.24,Изменение,-828,1467,22343,20048,43030,2024-12-17
GAZR-12.24,Изменение,-461,-11887,15650,27076,30378,2024-12-17
SBRF-12.24,Изменение,-636,10335,15174,4203,29076,2024-12-17
NLMK-12.24,Изменение,-668,687,13356,12001,25376,2024-12-17
LKOH-12.24,Изменение,-1056,5263,4158,-2161,6204,2024-12-17
YDEX-12.24,Изменение,-3231,-470,3370,609,278,2024-12-17
PIKK-12.24,Изменение,2014,5602,3057,-531,10142,2024-12-17
PHOR-12.24,Изменение,-325,2006,2251,-80,3852,2024-12-17
BSPB-12.24,Изменение,204,1386,2148,966,4704,2024-12-17
MVID-12.24,Изменение,-1025,1087,1947,-165,1844,2024-12-17
CBOM-12.24,Изменение,86,1724,1625,-13,3422,2024-12-17
MTLR-12.24,Изменение,-1200,-7404,1328,7532,256,2024-12-17
AFKS-12.24,Изменение,-330,-1490,1185,2345,1710,2024-12-17
POSI-12.24,Изменение,-1450,-2064,1073,1687,-754,2024-12-17
GAZPF,Изменение,4694,7110,570,-1846,10528,2024-12-17
BAIDU-12.24,Изменение,-421,-725,460,764,78,2024-12-17
ASTR-12.24,Изменение,-3600,3351,430,-6521,-6340,2024-12-17
SMLT-12.24,Изменение,8132,5078,339,3393,16942,2024-12-17
ISKJ-12.24,Изменение,5370,3442,200,2128,11140,2024-12-17
KMAZ-12.24,Изменение,-156,-1010,171,1025,30,2024-12-17
SBERF,Изменение,1165,-802,155,2122,2640,2024-12-17
WUSH-12.24,Изменение,554415,151,133,554397,1109096,2024-12-17
ALRS-12.24,Изменение,-71,-374,126,429,110,2024-12-17
PLZL-12.24,Изменение,-116,-460,124,468,16,2024-12-17
CHMF-12.24,Изменение,0,67,119,52,238,2024-12-17
ROSN-12.24,Изменение,-380,6,90,-296,-580,2024-12-17
SNGR-12.24,Изменение,-1165,-363,90,-712,-2150,2024-12-17
SFIN-12.24,Изменение,199,-74,46,319,490,2024-12-17
MAGN-12.24,Изменение,529,280,24,273,1106,2024-12-17
SBRF-12.24,Количество лиц,4417,2737,63,70,7287,2024-12-17
TATP-12.24,Изменение,46,-457,2,505,96,2024-12-17
SPBE-12.24,Изменение,0,-5,0,5,0,2024-12-17
GAZR-12.24,Количество лиц,3384,1229,54,39,4706,2024-12-17
SOFL-12.24,Изменение,-15,-442,-12,415,-54,2024-12-17
LKOH-12.24,Количество лиц,863,733,28,13,1637,2024-12-17
VTBR-12.24,Количество лиц,2179,758,26,30,2993,2024-12-17
GMKN-12.24,Количество лиц,1265,543,21,57,1886,2024-12-17
ALRS-12.24,Количество лиц,601,335,20,35,991,2024-12-17
YDEX-12.24,Количество лиц,1507,523,17,33,2080,2024-12-17
FESH-12.24,Изменение,469,-216,-17,668,904,2024-12-17
RNFT-12.24,Изменение,2949,1231,-31,1687,5836,2024-12-17
FEES-12.24,Изменение,31,40,-47,-56,-32,2024-12-17
RTKM-12.24,Количество лиц,346,188,16,20,570,2024-12-17
ROSN-12.24,Количество лиц,622,530,11,34,1197,2024-12-17
PIKK-12.24,Количество лиц,191,594,11,10,806,2024-12-17
SNGR-12.24,Количество лиц,468,130,10,33,641,2024-12-17
IRAO-12.24,Изменение,25,11,-50,-36,-50,2024-12-17
MVID-12.24,Количество лиц,272,306,10,10,598,2024-12-17
TCSI-12.24,Количество лиц,928,252,9,33,1222,2024-12-17
AFLT-12.24,Количество лиц,459,377,9,15,860,2024-12-17
MGNT-12.24,Количество лиц,961,465,9,28,1463,2024-12-17
SVCB-12.24,Количество лиц,262,95,8,12,377,2024-12-17
SNGP-12.24,Количество лиц,363,159,8,25,555,2024-12-17
SBPR-12.24,Количество лиц,317,164,8,24,513,2024-12-17
SIBN-12.24,Изменение,-707,-256,-67,-518,-1548,2024-12-17
SNGP-12.24,Изменение,-146,59,-86,-291,-464,2024-12-17
PLZL-12.24,Количество лиц,236,220,8,25,489,2024-12-17
BANE-12.24,Количество лиц,158,164,7,3,332,2024-12-17
TATN-12.24,Количество лиц,203,183,7,24,417,2024-12-17
MTSI-12.24,Количество лиц,318,240,7,11,576,2024-12-17
POSI-12.24,Количество лиц,388,262,7,13,670,2024-12-17
VKCO-12.24,Количество лиц,733,508,7,21,1269,2024-12-17
MAGN-12.24,Количество лиц,202,155,6,23,386,2024-12-17
RUAL-12.24,Количество лиц,293,176,6,14,489,2024-12-17
SGZH-12.24,Открытые позиции,111991,623718,627630,115903,1479242,2024-12-17
WUSH-12.24,Количество лиц,263,207,6,14,490,2024-12-17
SBERF,Количество лиц,1198,234,6,17,1455,2024-12-17
NLMK-12.24,Количество лиц,535,388,6,48,977,2024-12-17
SMLT-12.24,Количество лиц,1172,932,6,29,2139,2024-12-17
SGZH-12.24,Количество лиц,918,1142,6,31,2097,2024-12-17
IRAO-12.24,Количество лиц,161,51,5,13,230,2024-12-17
HYDR-12.24,Количество лиц,190,87,5,9,291,2024-12-17
