Contract Code,Metric,Value1,Value2,Value3,Value4,Value5,Date
AFKS-12.24,Открытые позиции,2638,18783,17578,1433,40432,2024-12-25
AFKS-12.24,Количество лиц,196,499,4,15,714,2024-12-25
AFKS-12.24,Изменение,-18,-477,157,616,278,2024-12-25
AFLT-12.24,Открытые позиции,17106,17752,2408,1762,39028,2024-12-25
AFLT-12.24,Изменение,-97,-2790,-1234,1459,-2662,2024-12-25
AFLT-12.24,Количество лиц,364,291,5,12,672,2024-12-25
ALIBABA-12.24,Открытые позиции,7026,596,2600,9030,19252,2024-12-25
ALIBABA-12.24,Изменение,375,-62,0,437,750,2024-12-25
ALIBABA-12.24,Количество лиц,284,17,2,3,306,2024-12-25
ALRS-12.24,Изменение,3589,-542,-19125,-14994,-31072,2024-12-25
ALRS-12.24,Открытые позиции,21044,9651,99056,110449,240200,2024-12-25
ALRS-12.24,Количество лиц,427,229,11,22,689,2024-12-25
ASTR-12.24,Открытые позиции,36714,10974,0,25740,73428,2024-12-25
ASTR-12.24,Изменение,896,3139,-38,-2281,1716,2024-12-25
ASTR-12.24,Количество лиц,231,100,0,10,341,2024-12-25
BAIDU-12.24,Открытые позиции,3084,135,0,2949,6168,2024-12-25
BAIDU-12.24,Изменение,103,0,0,103,206,2024-12-25
BAIDU-12.24,Количество лиц,133,6,0,2,141,2024-12-25
BANE-12.24,Открытые позиции,3149,12262,9214,101,24726,2024-12-25
BANE-12.24,Изменение,199,-3,-101,101,196,2024-12-25
BANE-12.24,Количество лиц,102,138,2,1,243,2024-12-25
BSPB-12.24,Открытые позиции,9624,10497,3710,2837,26668,2024-12-25
BSPB-12.24,Изменение,1180,58,-87,1035,2186,2024-12-25
BSPB-12.24,Количество лиц,246,211,2,9,468,2024-12-25
CBOM-12.24,Открытые позиции,787,14408,13958,337,29490,2024-12-25
CBOM-12.24,Количество лиц,56,308,4,2,370,2024-12-25
CBOM-12.24,Изменение,-107,99,203,-3,192,2024-12-25
CHMF-12.24,Открытые позиции,338,328,308,318,1292,2024-12-25
CHMF-12.24,Изменение,-44,26,39,-31,-10,2024-12-25
CHMF-12.24,Количество лиц,93,84,5,10,192,2024-12-25
FEES-12.24,Открытые позиции,5610,1871,145,3884,11510,2024-12-25
FEES-12.24,Изменение,308,135,145,318,906,2024-12-25
FEES-12.24,Количество лиц,164,81,1,11,257,2024-12-25
FESH-12.24,Открытые позиции,4120,1320,0,2800,8240,2024-12-25
FESH-12.24,Изменение,1124,-36,0,1160,2248,2024-12-25
FESH-12.24,Количество лиц,86,48,0,11,145,2024-12-25
FLOT-12.24,Изменение,65,31,-139,-105,-148,2024-12-25
FLOT-12.24,Открытые позиции,2002,2259,592,335,5188,2024-12-25
FLOT-12.24,Количество лиц,135,104,4,5,248,2024-12-25
GAZPF,Количество лиц,877,220,5,14,1116,2024-12-25
GAZPF,Открытые позиции,60774,36798,12987,36963,147522,2024-12-25
GAZPF,Изменение,-330,403,664,-69,668,2024-12-25
GAZR-12.24,Количество лиц,2376,1299,25,22,3722,2024-12-25
GAZR-12.24,Открытые позиции,150858,79584,131759,203033,565234,2024-12-25
GAZR-12.24,Изменение,-12185,6017,30308,12106,36246,2024-12-25
GMKN-12.24,Количество лиц,903,377,7,40,1327,2024-12-25
GMKN-12.24,Изменение,53718,2049,-982,50687,105472,2024-12-25
GMKN-12.24,Открытые позиции,275932,67747,47116,255301,646096,2024-12-25
HYDR-12.24,Изменение,143,-1004,-199,948,-112,2024-12-25
HYDR-12.24,Открытые позиции,4751,3624,716,1843,10934,2024-12-25
HYDR-12.24,Количество лиц,181,99,2,5,287,2024-12-25
IRAO-12.24,Открытые позиции,1065,209,961,1817,4052,2024-12-25
IRAO-12.24,Изменение,80,18,27,89,214,2024-12-25
IRAO-12.24,Количество лиц,137,35,4,9,185,2024-12-25
ISKJ-12.24,Открытые позиции,16768,11123,0,5645,33536,2024-12-25
ISKJ-12.24,Изменение,-7212,-2438,0,-4774,-14424,2024-12-25
ISKJ-12.24,Количество лиц,43,37,0,8,88,2024-12-25
KMAZ-12.24,Открытые позиции,8024,4133,129,4020,16306,2024-12-25
KMAZ-12.24,Изменение,-148,906,54,-1000,-188,2024-12-25
KMAZ-12.24,Количество лиц,105,70,1,11,187,2024-12-25
LEAS-12.24,Изменение,-780,-628,-3000,-3152,-7560,2024-12-25
LEAS-12.24,Количество лиц,146,64,1,9,220,2024-12-25
LEAS-12.24,Открытые позиции,17425,9312,1,8114,34852,2024-12-25
LKOH-12.24,Количество лиц,510,455,8,24,997,2024-12-25
LKOH-12.24,Изменение,-509,33,-81,-623,-1180,2024-12-25
LKOH-12.24,Открытые позиции,4821,4605,4620,4836,18882,2024-12-25
MAGN-12.24,Открытые позиции,892,781,386,497,2556,2024-12-25
MAGN-12.24,Изменение,111,59,122,174,466,2024-12-25
MAGN-12.24,Количество лиц,120,108,2,5,235,2024-12-25
MGNT-12.24,Количество лиц,668,371,13,6,1058,2024-12-25
MGNT-12.24,Открытые позиции,46352,28813,15965,33504,124634,2024-12-25
MGNT-12.24,Изменение,1828,1423,209,614,4074,2024-12-25
MOEX-12.24,Изменение,843,892,-43,-92,1600,2024-12-25
MOEX-12.24,Открытые позиции,8270,3806,214,4678,16968,2024-12-25
MOEX-12.24,Количество лиц,417,199,6,22,644,2024-12-25
MTLR-12.24,Количество лиц,318,397,4,9,728,2024-12-25
MTLR-12.24,Изменение,-53,-222,-5,164,-116,2024-12-25
MTLR-12.24,Открытые позиции,10365,25088,15276,553,51282,2024-12-25
MTSI-12.24,Открытые позиции,3030,4128,1616,518,9292,2024-12-25
MTSI-12.24,Количество лиц,202,270,6,9,487,2024-12-25
MTSI-12.24,Изменение,-228,510,537,-201,618,2024-12-25
MVID-12.24,Количество лиц,218,249,3,2,472,2024-12-25
MVID-12.24,Открытые позиции,43390,67344,23956,2,134692,2024-12-25
MVID-12.24,Изменение,4016,7878,3862,0,15756,2024-12-25
NLMK-12.24,Изменение,178,679,-78,-579,200,2024-12-25
NLMK-12.24,Открытые позиции,33532,4797,2063,30798,71190,2024-12-25
NLMK-12.24,Количество лиц,418,262,2,22,704,2024-12-25
NOTK-12.24,Открытые позиции,3231,895,79,2415,6620,2024-12-25
NOTK-12.24,Изменение,-119,142,12,-249,-214,2024-12-25
NOTK-12.24,Количество лиц,351,169,3,17,540,2024-12-25
PHOR-12.24,Изменение,11405,786,-1377,9242,20056,2024-12-25
PHOR-12.24,Открытые позиции,23714,6190,67,17591,47562,2024-12-25
PHOR-12.24,Количество лиц,209,162,1,14,386,2024-12-25
PIKK-12.24,Количество лиц,177,519,5,8,709,2024-12-25
PIKK-12.24,Открытые позиции,4424,29419,25962,967,60772,2024-12-25
PIKK-12.24,Изменение,591,1542,1401,450,3984,2024-12-25
PLZL-12.24,Открытые позиции,827,919,646,554,2946,2024-12-25
PLZL-12.24,Изменение,69,-36,57,162,252,2024-12-25
PLZL-12.24,Количество лиц,192,91,7,11,301,2024-12-25
POSI-12.24,Количество лиц,378,155,1,16,550,2024-12-25
POSI-12.24,Изменение,5890,2066,0,3824,11780,2024-12-25
POSI-12.24,Открытые позиции,29068,10641,10,18437,58156,2024-12-25
RASP-12.24,Изменение,-38,218,0,-256,-76,2024-12-25
RASP-12.24,Открытые позиции,4459,2897,0,1562,8918,2024-12-25
RASP-12.24,Количество лиц,59,83,0,6,148,2024-12-25
RNFT-12.24,Количество лиц,184,114,1,15,314,2024-12-25
RNFT-12.24,Открытые позиции,30470,13635,3,16838,60946,2024-12-25
RNFT-12.24,Изменение,3504,407,3,3100,7014,2024-12-25
ROSN-12.24,Количество лиц,477,443,10,11,941,2024-12-25
ROSN-12.24,Открытые позиции,4006,6187,8501,6320,25014,2024-12-25
ROSN-12.24,Изменение,30,189,153,-6,366,2024-12-25
RTKM-12.24,Количество лиц,228,129,2,19,378,2024-12-25
RTKM-12.24,Изменение,380,-392,-14,758,732,2024-12-25
RTKM-12.24,Открытые позиции,6749,4439,48019,50329,109536,2024-12-25
RUAL-12.24,Изменение,-171,-625,-835,-381,-2012,2024-12-25
RUAL-12.24,Количество лиц,188,138,3,7,336,2024-12-25
RUAL-12.24,Открытые позиции,8785,7436,577,1926,18724,2024-12-25
SBERF,Количество лиц,1039,341,4,19,1403,2024-12-25
SBERF,Изменение,-100,-420,0,320,-200,2024-12-25
SBERF,Открытые позиции,38976,14855,1311,25432,80574,2024-12-25
SBPR-12.24,Изменение,-938,302,-26,-1266,-1928,2024-12-25
SBPR-12.24,Количество лиц,238,162,6,14,420,2024-12-25
SBPR-12.24,Открытые позиции,5027,2629,421,2819,10896,2024-12-25
SBRF-12.24,Количество лиц,4073,2356,59,36,6524,2024-12-25
SBRF-12.24,Открытые позиции,162813,114308,82000,130505,489626,2024-12-25
SBRF-12.24,Изменение,-919,-4437,33414,36932,64990,2024-12-25
SFIN-12.24,Изменение,-944,-876,0,-68,-1888,2024-12-25
